video,file_name,relative_video,frame,bbox_id,cow_name,x,y,w,h,x2,y2,score,source
F:\DROPBOX\Isolated_Interaction_Clips\Interaction_Type\Displacement\Interaction-18.mp4,Interaction-18.mp4,Displacement/Interaction-18.mp4,0,1,Bella,1328.00,406.00,1536.00,1720.00,2864.00,2126.00,0.960449,detector
F:\DROPBOX\Isolated_Interaction_Clips\Interaction_Type\Displacement\Interaction-18.mp4,Interaction-18.mp4,Displacement/Interaction-18.mp4,0,2,Buttercup,2013.00,672.50,1599.00,1455.50,3612.00,2128.00,0.947266,detector
