video,file_name,relative_video,frame,bbox_id,cow_name,x,y,w,h,x2,y2,score,source
F:\DROPBOX\Isolated_Interaction_Clips\Interaction_Type\Displacement\Interaction-55.mp4,Interaction-55.mp4,Displacement/Interaction-55.mp4,0,1,Bella,796.00,142.00,1136.00,1958.00,1932.00,2100.00,0.946289,detector
F:\DROPBOX\Isolated_Interaction_Clips\Interaction_Type\Displacement\Interaction-55.mp4,Interaction-55.mp4,Displacement/Interaction-55.mp4,0,2,Marigold,1964.00,138.00,1208.00,1912.00,3172.00,2050.00,0.936523,detector
