video,file_name,relative_video,frame,bbox_id,cow_name,x,y,w,h,x2,y2,score,source
F:\DROPBOX\Isolated_Interaction_Clips\Interaction_Type\Headbutting\Interaction-54.mp4,Interaction-54.mp4,Headbutting/Interaction-54.mp4,0,1,Buttercup,2460.00,326.00,1160.00,1782.00,3620.00,2108.00,0.936035,detector
F:\DROPBOX\Isolated_Interaction_Clips\Interaction_Type\Headbutting\Interaction-54.mp4,Interaction-54.mp4,Headbutting/Interaction-54.mp4,0,2,Daisy,1072.00,4.50,1168.00,730.50,2240.00,735.00,0.903809,detector
